study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB47011	SAMEA9696940	ERX6130505	ERR6503621	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/001/ERR6503621/ERR6503621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/001/ERR6503621/ERR6503621_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503621/VNHN08_13.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503621/VNHN08_13.R2.fastq.gz	
PRJEB47011	SAMEA9696941	ERX6130506	ERR6503622	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/002/ERR6503622/ERR6503622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/002/ERR6503622/ERR6503622_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503622/VNHN08_14.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503622/VNHN08_14.R2.fastq.gz	
PRJEB47011	SAMEA9696942	ERX6130507	ERR6503623	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/003/ERR6503623/ERR6503623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/003/ERR6503623/ERR6503623_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503623/VNHN08_15.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503623/VNHN08_15.R2.fastq.gz	
PRJEB47011	SAMEA9696943	ERX6130508	ERR6503624	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/004/ERR6503624/ERR6503624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/004/ERR6503624/ERR6503624_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503624/VNHN08_16.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503624/VNHN08_16.R2.fastq.gz	
PRJEB47011	SAMEA9696944	ERX6130509	ERR6503625	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/005/ERR6503625/ERR6503625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/005/ERR6503625/ERR6503625_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503625/VNHN08_17.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503625/VNHN08_17.R2.fastq.gz	
PRJEB47011	SAMEA9696945	ERX6130510	ERR6503626	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/006/ERR6503626/ERR6503626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/006/ERR6503626/ERR6503626_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503626/VNHN08_18.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503626/VNHN08_18.R2.fastq.gz	
PRJEB47011	SAMEA9696946	ERX6130511	ERR6503627	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/007/ERR6503627/ERR6503627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/007/ERR6503627/ERR6503627_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503627/VNHN08_19.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503627/VNHN08_19.R2.fastq.gz	
PRJEB47011	SAMEA9696930	ERX6130495	ERR6503628	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/008/ERR6503628/ERR6503628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/008/ERR6503628/ERR6503628_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503628/VNHN08_2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503628/VNHN08_2.R2.fastq.gz	
PRJEB47011	SAMEA9696947	ERX6130512	ERR6503629	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/009/ERR6503629/ERR6503629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/009/ERR6503629/ERR6503629_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503629/VNHN08_20.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503629/VNHN08_20.R2.fastq.gz	
PRJEB47011	SAMEA9696948	ERX6130513	ERR6503630	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/000/ERR6503630/ERR6503630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/000/ERR6503630/ERR6503630_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503630/VNHN08_21.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503630/VNHN08_21.R2.fastq.gz	
PRJEB47011	SAMEA9696949	ERX6130514	ERR6503631	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/001/ERR6503631/ERR6503631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/001/ERR6503631/ERR6503631_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503631/VNHN08_23.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503631/VNHN08_23.R2.fastq.gz	
PRJEB47011	SAMEA9696950	ERX6130515	ERR6503632	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/002/ERR6503632/ERR6503632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/002/ERR6503632/ERR6503632_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503632/VNHN08_24.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503632/VNHN08_24.R2.fastq.gz	
PRJEB47011	SAMEA9696951	ERX6130516	ERR6503633	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/003/ERR6503633/ERR6503633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/003/ERR6503633/ERR6503633_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503633/VNHN08_25.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503633/VNHN08_25.R2.fastq.gz	
PRJEB47011	SAMEA9696952	ERX6130517	ERR6503634	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/004/ERR6503634/ERR6503634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/004/ERR6503634/ERR6503634_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503634/VNHN08_26.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503634/VNHN08_26.R2.fastq.gz	
PRJEB47011	SAMEA9696953	ERX6130518	ERR6503635	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/005/ERR6503635/ERR6503635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/005/ERR6503635/ERR6503635_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503635/VNHN08_27.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503635/VNHN08_27.R2.fastq.gz	
PRJEB47011	SAMEA9696954	ERX6130519	ERR6503636	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/006/ERR6503636/ERR6503636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/006/ERR6503636/ERR6503636_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503636/VNHN08_28.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503636/VNHN08_28.R2.fastq.gz	
PRJEB47011	SAMEA9696955	ERX6130520	ERR6503637	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/007/ERR6503637/ERR6503637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/007/ERR6503637/ERR6503637_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503637/VNHN08_29.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503637/VNHN08_29.R2.fastq.gz	
PRJEB47011	SAMEA9696931	ERX6130496	ERR6503638	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/008/ERR6503638/ERR6503638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/008/ERR6503638/ERR6503638_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503638/VNHN08_3.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503638/VNHN08_3.R2.fastq.gz	
PRJEB47011	SAMEA9696956	ERX6130521	ERR6503639	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/009/ERR6503639/ERR6503639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/009/ERR6503639/ERR6503639_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503639/VNHN08_30.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503639/VNHN08_30.R2.fastq.gz	
PRJEB47011	SAMEA9696957	ERX6130522	ERR6503640	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/000/ERR6503640/ERR6503640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/000/ERR6503640/ERR6503640_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503640/VNHN08_31.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503640/VNHN08_31.R2.fastq.gz	
PRJEB47011	SAMEA9696958	ERX6130523	ERR6503641	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/001/ERR6503641/ERR6503641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/001/ERR6503641/ERR6503641_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503641/VNHN08_32.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503641/VNHN08_32.R2.fastq.gz	
PRJEB47011	SAMEA9696959	ERX6130524	ERR6503642	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/002/ERR6503642/ERR6503642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/002/ERR6503642/ERR6503642_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503642/VNHN08_33.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503642/VNHN08_33.R2.fastq.gz	
PRJEB47011	SAMEA9696960	ERX6130525	ERR6503643	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/003/ERR6503643/ERR6503643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/003/ERR6503643/ERR6503643_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503643/VNHN08_34.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503643/VNHN08_34.R2.fastq.gz	
PRJEB47011	SAMEA9696961	ERX6130526	ERR6503644	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/004/ERR6503644/ERR6503644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/004/ERR6503644/ERR6503644_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503644/VNHN08_35.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503644/VNHN08_35.R2.fastq.gz	
PRJEB47011	SAMEA9696962	ERX6130527	ERR6503645	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/005/ERR6503645/ERR6503645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/005/ERR6503645/ERR6503645_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503645/VNHN08_36.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503645/VNHN08_36.R2.fastq.gz	
PRJEB47011	SAMEA9696963	ERX6130528	ERR6503646	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/006/ERR6503646/ERR6503646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/006/ERR6503646/ERR6503646_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503646/VNHN08_37.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503646/VNHN08_37.R2.fastq.gz	
PRJEB47011	SAMEA9696964	ERX6130529	ERR6503647	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/007/ERR6503647/ERR6503647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/007/ERR6503647/ERR6503647_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503647/VNHN08_38.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503647/VNHN08_38.R2.fastq.gz	
PRJEB47011	SAMEA9696965	ERX6130530	ERR6503648	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/008/ERR6503648/ERR6503648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/008/ERR6503648/ERR6503648_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503648/VNHN08_39.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503648/VNHN08_39.R2.fastq.gz	
PRJEB47011	SAMEA9696932	ERX6130497	ERR6503649	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/009/ERR6503649/ERR6503649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/009/ERR6503649/ERR6503649_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503649/VNHN08_4.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503649/VNHN08_4.R2.fastq.gz	
PRJEB47011	SAMEA9696966	ERX6130531	ERR6503650	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/000/ERR6503650/ERR6503650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/000/ERR6503650/ERR6503650_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503650/VNHN08_40.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503650/VNHN08_40.R2.fastq.gz	
PRJEB47011	SAMEA9696967	ERX6130532	ERR6503651	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/001/ERR6503651/ERR6503651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/001/ERR6503651/ERR6503651_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503651/VNHN08_42.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503651/VNHN08_42.R2.fastq.gz	
PRJEB47011	SAMEA9696968	ERX6130533	ERR6503652	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/002/ERR6503652/ERR6503652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/002/ERR6503652/ERR6503652_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503652/VNHN08_43.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503652/VNHN08_43.R2.fastq.gz	
PRJEB47011	SAMEA9696969	ERX6130534	ERR6503653	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/003/ERR6503653/ERR6503653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/003/ERR6503653/ERR6503653_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503653/VNHN08_44.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503653/VNHN08_44.R2.fastq.gz	
PRJEB47011	SAMEA9696970	ERX6130535	ERR6503654	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/004/ERR6503654/ERR6503654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/004/ERR6503654/ERR6503654_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503654/VNHN08_45.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503654/VNHN08_45.R2.fastq.gz	
PRJEB47011	SAMEA9696971	ERX6130536	ERR6503655	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/005/ERR6503655/ERR6503655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/005/ERR6503655/ERR6503655_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503655/VNHN08_46.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503655/VNHN08_46.R2.fastq.gz	
PRJEB47011	SAMEA9696972	ERX6130537	ERR6503656	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/006/ERR6503656/ERR6503656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/006/ERR6503656/ERR6503656_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503656/VNHN08_47.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503656/VNHN08_47.R2.fastq.gz	
PRJEB47011	SAMEA9696973	ERX6130538	ERR6503657	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/007/ERR6503657/ERR6503657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/007/ERR6503657/ERR6503657_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503657/VNHN08_48.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503657/VNHN08_48.R2.fastq.gz	
PRJEB47011	SAMEA9696974	ERX6130539	ERR6503658	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/008/ERR6503658/ERR6503658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/008/ERR6503658/ERR6503658_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503658/VNHN08_49.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503658/VNHN08_49.R2.fastq.gz	
PRJEB47011	SAMEA9696933	ERX6130498	ERR6503659	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/009/ERR6503659/ERR6503659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/009/ERR6503659/ERR6503659_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503659/VNHN08_5.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503659/VNHN08_5.R2.fastq.gz	
PRJEB47011	SAMEA9696975	ERX6130540	ERR6503660	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/000/ERR6503660/ERR6503660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/000/ERR6503660/ERR6503660_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503660/VNHN08_50.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503660/VNHN08_50.R2.fastq.gz	
PRJEB47011	SAMEA9696976	ERX6130541	ERR6503661	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/001/ERR6503661/ERR6503661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/001/ERR6503661/ERR6503661_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503661/VNHN08_51.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503661/VNHN08_51.R2.fastq.gz	
PRJEB47011	SAMEA9696977	ERX6130542	ERR6503662	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/002/ERR6503662/ERR6503662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/002/ERR6503662/ERR6503662_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503662/VNHN08_52.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503662/VNHN08_52.R2.fastq.gz	
PRJEB47011	SAMEA9696978	ERX6130543	ERR6503663	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/003/ERR6503663/ERR6503663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/003/ERR6503663/ERR6503663_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503663/VNHN08_53.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503663/VNHN08_53.R2.fastq.gz	
PRJEB47011	SAMEA9696979	ERX6130544	ERR6503664	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/004/ERR6503664/ERR6503664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/004/ERR6503664/ERR6503664_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503664/VNHN08_54.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503664/VNHN08_54.R2.fastq.gz	
PRJEB47011	SAMEA9696980	ERX6130545	ERR6503665	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/005/ERR6503665/ERR6503665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/005/ERR6503665/ERR6503665_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503665/VNHN08_55.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503665/VNHN08_55.R2.fastq.gz	
PRJEB47011	SAMEA9696981	ERX6130546	ERR6503666	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/006/ERR6503666/ERR6503666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/006/ERR6503666/ERR6503666_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503666/VNHN08_56.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503666/VNHN08_56.R2.fastq.gz	
PRJEB47011	SAMEA9696982	ERX6130547	ERR6503667	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/007/ERR6503667/ERR6503667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/007/ERR6503667/ERR6503667_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503667/VNHN08_57.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503667/VNHN08_57.R2.fastq.gz	
PRJEB47011	SAMEA9696983	ERX6130548	ERR6503668	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/008/ERR6503668/ERR6503668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/008/ERR6503668/ERR6503668_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503668/VNHN08_58.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503668/VNHN08_58.R2.fastq.gz	
PRJEB47011	SAMEA9696984	ERX6130549	ERR6503669	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/009/ERR6503669/ERR6503669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/009/ERR6503669/ERR6503669_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503669/VNHN08_59.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503669/VNHN08_59.R2.fastq.gz	
PRJEB47011	SAMEA9696934	ERX6130499	ERR6503670	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/000/ERR6503670/ERR6503670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/000/ERR6503670/ERR6503670_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503670/VNHN08_6.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503670/VNHN08_6.R2.fastq.gz	
PRJEB47011	SAMEA9696985	ERX6130550	ERR6503671	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/001/ERR6503671/ERR6503671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/001/ERR6503671/ERR6503671_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503671/VNHN08_60.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503671/VNHN08_60.R2.fastq.gz	
PRJEB47011	SAMEA9696986	ERX6130551	ERR6503672	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/002/ERR6503672/ERR6503672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/002/ERR6503672/ERR6503672_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503672/VNHN08_61.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503672/VNHN08_61.R2.fastq.gz	
PRJEB47011	SAMEA9696987	ERX6130552	ERR6503673	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/003/ERR6503673/ERR6503673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/003/ERR6503673/ERR6503673_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503673/VNHN08_62.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503673/VNHN08_62.R2.fastq.gz	
PRJEB47011	SAMEA9696988	ERX6130553	ERR6503674	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/004/ERR6503674/ERR6503674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/004/ERR6503674/ERR6503674_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503674/VNHN08_63.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR650/ERR6503674/VNHN08_63.R2.fastq.gz	
